10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,
0504107018,San Isidro,054107018,Bgy,,,,R,1489,,1562,
0504107019,San Ramon,054107019,Bgy,,,,R,2567,,2271,
0504107020,San Vicente,054107020,Bgy,,,,R,1077,,1005,
0504107021,Taguilid,054107021,Bgy,,,,R,1696,,1674,
0504107022,Imelda,054107022,Bgy,,,,R,1709,,1878,
0504108000,Dimasalang,054108000,Mun,,,4th,,26192,,24909,
0504108001,Balantay,054108001,Bgy,,,,R,1655,,1454,
0504108002,Balocawe,054108002,Bgy,,,,R,2607,,2587,
0504108003,Banahao,054108003,Bgy,,,,R,1552,,1486,
0504108004,Buenaflor,054108004,Bgy,,,,R,1170,,1060,
0504108005,Buracan,054108005,Bgy,,,,R,1079,,1098,
0504108006,Cabanoyoan,054108006,Bgy,,,,R,743,,632,
0504108007,Cabrera,054108007,Bgy,,,,R,415,,408,
0504108008,Cadulan,054108008,Bgy,,,,R,1096,,922,
0504108009,Calabad,054108009,Bgy,,,,R,501,,574,
0504108010,Canomay,054108010,Bgy,,,,R,2925,,2944,
0504108011,Divisoria,054108011,Bgy,,,,R,844,,543,
0504108012,Gaid,054108012,Bgy,,,,R,1558,,1647,
0504108013,Gregorio Alino,054108013,Bgy,Pia-ong,,,R,1614,,1458,
0504108014,Magcaraguit,054108014,Bgy,,,,R,1602,,1282,
0504108015,Mambog,054108015,Bgy,,,,R,488,,453,
0504108016,Poblacion,054108016,Bgy,,,,R,2627,,2562,
0504108017,Rizal,054108017,Bgy,,,,R,942,,874,
0504108018,San Vicente,054108018,Bgy,,,,R,423,,460,
0504108019,Suba,054108019,Bgy,,,,R,1285,,1397,
0504108020,T.R. Yangco,054108020,Bgy,Yanco,,,R,1066,,1068,
0504109000,Esperanza,054109000,Mun,,,5th,,18568,,17534,
0504109001,Agoho,054109001,Bgy,,,,R,1263,,1127,
0504109002,Almero,054109002,Bgy,,,,R,599,,543,
0504109003,Baras,054109003,Bgy,,,,R,1221,,1192,
0504109004,Domorog,054109004,Bgy,,,,R,1454,,1148,
0504109005,Guadalupe,054109005,Bgy,,,,R,952,,910,
0504109006,Iligan,054109006,Bgy,,,,R,998,,920,
0504109007,Labangtaytay,054109007,Bgy,,,,R,906,,895,
0504109008,Labrador,054109008,Bgy,,,,R,494,,493,
0504109009,Libertad,054109009,Bgy,,,,R,577,,437,
0504109010,Magsaysay,054109010,Bgy,,,,R,717,,727,
0504109011,Masbaranon,054109011,Bgy,,,,R,1521,,1570,
0504109012,Poblacion,054109012,Bgy,,,,R,1203,,1099,
0504109013,Potingbato,054109013,Bgy,,,,R,1048,,951,
0504109014,Rizal,054109014,Bgy,,,,R,234,,236,
0504109015,San Roque,054109015,Bgy,,,,R,701,,670,
0504109016,Santiago,054109016,Bgy,,,,R,821,,679,
0504109017,Sorosimbajan,054109017,Bgy,,,,R,1392,,1241,
0504109018,Tawad,054109018,Bgy,,,,R,794,,946,
0504109019,Tunga,054109019,Bgy,,,,R,847,,880,
0504109020,Villa,054109020,Bgy,,,,R,826,,870,
0504110000,Mandaon,054110000,Mun,,,3rd,,41262,,44122,
0504110001,Alas,054110001,Bgy,,,,R,2271,,2389,
0504110002,Ayat,054110002,Bgy,,,,R,1684,,1769,
0504110003,Bat-Ongan,054110003,Bgy,,,,R,1731,,1760,
0504110004,Bugtong,054110004,Bgy,,,,R,1433,,1640,
0504110005,Buri,054110005,Bgy,,,,R,1031,,1110,
0504110006,Cabitan,054110006,Bgy,,,,U,4872,,5277,
0504110007,Cagmasoso,054110007,Bgy,,,,R,459,,483,
0504110008,Canomoy,054110008,Bgy,,,,R,1473,,1392,
0504110009,Centro,054110009,Bgy,,,,R,851,,920,
0504110010,Dayao,054110010,Bgy,,,,R,1832,,2004,
0504110011,Guincaiptan,054110011,Bgy,,,,R,790,,802,
0504110012,Lantangan,054110012,Bgy,,,,R,2522,,2776,
0504110013,Looc,054110013,Bgy,,,,R,886,,962,
0504110014,Mabatobato,054110014,Bgy,,,,R,670,,740,
0504110015,Maolingon,054110015,Bgy,,,,R,2847,,3142,
0504110016,Nailaban,054110016,Bgy,,,,R,1092,,1203,
0504110017,Nanipsan,054110017,Bgy,,,,R,652,,742,
0504110018,Pinamangcaan,054110018,Bgy,,,,R,761,,824,
0504110019,Poblacion,054110019,Bgy,,,,R,4692,,4593,
0504110020,Polo Dacu,054110020,Bgy,,,,R,1209,,1305,
0504110021,San Juan,054110021,Bgy,,,,R,875,,1034,
0504110022,San Pablo,054110022,Bgy,,,,R,909,,937,
0504110023,Santa Fe,054110023,Bgy,,,,R,298,,428,
0504110024,Tagpu,054110024,Bgy,,,,R,1872,,1905,
0504110025,Tumalaytay,054110025,Bgy,,,,R,2498,,2860,
0504110026,Laguinbanwa,054110026,Bgy,,,,R,1052,,1125,
0504111000,City of Masbate ,054111000,City,,CC,4th,,95389,,104522,
0504111001,Anas,054111001,Bgy,,,,R,1152,,1596,
0504111002,Asid,054111002,Bgy,,,,R,2400,,2908,
0504111003,B. Titong,054111003,Bgy,,,,R,1635,,1681,
0504111004,Bagumbayan,054111004,Bgy,,,,U,4806,,5663,
0504111005,Bantigue,054111005,Bgy,,,,R,3272,,3621,
0504111006,Bapor ,054111006,Bgy,,,,U,1381,,1446,
0504111007,Batuhan,054111007,Bgy,,,,R,1953,,2165,
0504111008,Bayombon,054111008,Bgy,,,,R,2174,,2310,
0504111009,Biyong,054111009,Bgy,,,,R,2117,,2142,
0504111010,Bolo,054111010,Bgy,,,,R,3321,,3107,
0504111011,Cagay,054111011,Bgy,,,,R,1769,,1778,
0504111012,Cawayan Exterior,054111012,Bgy,,,,R,1330,,1536,
0504111013,Cawayan Interior,054111013,Bgy,,,,R,945,,909,
0504111014,Centro ,054111014,Bgy,,,,U,1985,,1660,
0504111015,Espinosa,054111015,Bgy,,,,U,5741,,7123,
0504111016,F. Magallanes,054111016,Bgy,,,,U,3387,,3369,
0504111017,Ibingay,054111017,Bgy,,,,U,7144,,8121,
0504111018,Igang,054111018,Bgy,,,,R,1771,,2045,
0504111019,Kalipay ,054111019,Bgy,,,,U,1944,,1555,
0504111020,Kinamaligan,054111020,Bgy,,,,U,5917,,5379,
0504111021,Malinta,054111021,Bgy,,,,R,4153,,4651,
0504111022,Mapiña,054111022,Bgy,,,,R,1543,,1413,
0504111023,Mayngaran,054111023,Bgy,,,,U,3664,,5005,
0504111024,Nursery,054111024,Bgy,,,,U,12125,,12654,
0504111025,Pating ,054111025,Bgy,,,,U,3480,,3892,
0504111026,Pawa,054111026,Bgy,,,,R,2253,,2575,
0504111027,Sinalongan,054111027,Bgy,,,,R,1114,,1312,
0504111028,Tugbo,054111028,Bgy,,,,U,6833,,8535,
0504111029,Ubongan Dacu,054111029,Bgy,,,,R,1267,,1232,
0504111030,Usab,054111030,Bgy,,,,R,2813,,3139,
0504112000,Milagros,054112000,Mun,,,1st,,57473,,57538,
0504112001,Bacolod,054112001,Bgy,,,,R,3631,,3350,
0504112002,Bangad,054112002,Bgy,,,,U,4269,,5033,
0504112003,Bara,054112003,Bgy,,,,R,2260,,2079,
0504112004,Bonbon,054112004,Bgy,,,,R,905,,826,
0504112005,Calasuche,054112005,Bgy,,,,R,2752,,2816,
0504112006,Calumpang,054112006,Bgy,Taisan,,,R,2163,,1954,
0504112007,Capaculan,054112007,Bgy,,,,R,1955,,1828,
0504112008,Cayabon,054112008,Bgy,,,,R,2105,,2211,
0504112009,Guinluthangan,054112009,Bgy,,,,R,1030,,837,
0504112010,Jamorawon,054112010,Bgy,,,,R,3927,,4114,
0504112011,Magsalangi,054112011,Bgy,,,,R,3177,,2701,
0504112012,Matagbac,054112012,Bgy,,,,R,1799,,1637,
0504112013,Matanglad,054112013,Bgy,,,,R,505,,495,
0504112014,Matiporon,054112014,Bgy,,,,R,1251,,1315,
0504112015,Moises R. Espinosa,054112015,Bgy,,,,R,1194,,1049,
0504112016,Narangasan,054112016,Bgy,,,,R,2550,,2650,
0504112018,Pamangpangon,054112018,Bgy,,,,R,642,,984,
0504112019,Poblacion East,054112019,Bgy,,,,R,2480,,2642,
0504112020,Poblacion West,054112020,Bgy,,,,R,4106,,4006,
0504112021,Paraiso,054112021,Bgy,Potot,,,R,3832,,3590,
0504112022,San Antonio,054112022,Bgy,,,,R,1210,,974,
0504112023,San Carlos,054112023,Bgy,,,,R,959,,910,
0504112024,Sawmill,054112024,Bgy,,,,R,1435,,1327,
0504112025,Tagbon,054112025,Bgy,,,,R,1749,,1806,
0504112026,Tawad,054112026,Bgy,,,,R,1619,,1646,
0504112027,Tigbao,054112027,Bgy,,,,R,2764,,3593,
0504112028,Tinaclipan,054112028,Bgy,Bato,,,R,1204,,1165,
0504113000,Mobo,054113000,Mun,,,4th,,38813,,40823,
0504113001,Baang,054113001,Bgy,,,,R,1058,,977,
0504113002,Bagacay,054113002,Bgy,,,,R,2638,,2616,
0504113003,Balatucan,054113003,Bgy,,,,R,1883,,1978,
0504113004,Barag,054113004,Bgy,,,,R,499,,525,
0504113005,Dacu,054113005,Bgy,,,,R,1661,,1730,
0504113006,Fabrica,054113006,Bgy,,,,R,717,,690,
0504113007,Guintorelan,054113007,Bgy,,,,R,442,,419,
0504113008,Holjogon,054113008,Bgy,,,,R,517,,534,
0504113009,Lalaguna,054113009,Bgy,,,,R,1605,,1783,
0504113010,Lomocloc,054113010,Bgy,,,,R,616,,651,
0504113011,Luyong Catungan,054113011,Bgy,,,,R,971,,1109,
0504113012,Mabuhay,054113012,Bgy,,,,R,600,,632,
0504113013,Mandali,054113013,Bgy,,,,R,1128,,1135,
0504113014,Mapuyo,054113014,Bgy,,,,R,510,,569,
0504113015,Marintoc,054113015,Bgy,,,,R,2715,,2802,
0504113016,Nasunduan,054113016,Bgy,,,,R,1195,,1399,
0504113017,Pinamalatican,054113017,Bgy,,,,R,1067,,1019,
0504113018,Pinamarbuhan,054113018,Bgy,,,,U,3511,,3538,
0504113019,Poblacion Dist. I,054113019,Bgy,,,,R,1863,,1887,
0504113020,Poblacion Dist. II,054113020,Bgy,,,,R,2177,,2063,
0504113021,Polot,054113021,Bgy,,,,R,1048,,1121,
0504113022,Sambulawan,054113022,Bgy,,,,R,290,,378,
0504113023,Santa Maria,054113023,Bgy,,,,R,588,,716,
0504113024,Sawmill,054113024,Bgy,,,,R,1027,,1066,
0504113025,Tabuc,054113025,Bgy,,,,R,2326,,2686,
0504113026,Tugawe,054113026,Bgy,,,,R,535,,406,
0504113027,Tugbo,054113027,Bgy,,,,R,1368,,1587,
0504113028,Umabay Exterior,054113028,Bgy,,,,R,2513,,3070,
0504113029,Umabay Interior,054113029,Bgy,,,,R,1745,,1737,
0504114000,Monreal,054114000,Mun,,,4th,,26614,,25164,
0504114001,Cantorna,054114001,Bgy,,,,R,1591,,1491,
0504114002,Famosa,054114002,Bgy,,,,R,1160,,1257,
0504114003,Macarthur,054114003,Bgy,,,,R,3607,,2928,
0504114004,Maglambong,054114004,Bgy,,,,R,1752,,1675,
0504114005,Morocborocan,054114005,Bgy,,,,R,1736,,1791,
0504114006,Poblacion,054114006,Bgy,,,,U,6293,,6031,
0504114007,Guinhadap,054114007,Bgy,,,,R,2527,,2434,
0504114008,Real,054114008,Bgy,,,,R,3003,,2979,
0504114009,Rizal,054114009,Bgy,,,,R,1844,,1797,
0504114010,Santo Niño,054114010,Bgy,,,,R,1271,,1301,
0504114011,Togoron,054114011,Bgy,,,,R,1830,,1480,
0504115000,Palanas,054115000,Mun,,,4th,,26222,,27322,
0504115001,Antipolo,054115001,Bgy,,,,R,689,,663,
0504115003,Banco,054115003,Bgy,,,,R,659,,718,
0504115004,Biga-a,054115004,Bgy,,,,R,540,,598,
0504115005,Bontod,054115005,Bgy,,,,R,1265,,1117,
0504115006,Buenasuerte,054115006,Bgy,,,,R,654,,502,
0504115007,Intusan,054115007,Bgy,,,,R,692,,575,
0504115008,Jose A. Abenir Sr.,054115008,Bgy,Libtong,,,R,620,,714,
0504115009,Maanahao,054115009,Bgy,,,,R,757,,825,
0504115010,Mabini,054115010,Bgy,,,,R,750,,915,
0504115011,Malibas,054115011,Bgy,,,,R,1278,,1328,
0504115012,Maravilla,054115012,Bgy,,,,R,2190,,2339,
0504115013,Matugnao,054115013,Bgy,,,,R,584,,628,
0504115014,Miabas,054115014,Bgy,,,,R,1317,,1546,
0504115015,Nabangig,054115015,Bgy,,,,R,3109,,3089,
0504115016,Nipa,054115016,Bgy,,,,R,1757,,1831,
0504115017,Parina,054115017,Bgy,,,,R,557,,611,
0504115018,Piña,054115018,Bgy,,,,R,745,,863,
0504115019,Poblacion,054115019,Bgy,,,,R,2596,,2613,
0504115020,Salvacion,054115020,Bgy,,,,R,952,,902,
0504115021,San Antonio,054115021,Bgy,,,,R,435,,376,
0504115022,San Carlos,054115022,Bgy,,,,R,1021,,1095,
0504115023,San Isidro,054115023,Bgy,,,,R,582,,598,
0504115024,Santa Cruz,054115024,Bgy,,,,R,1996,,2266,
0504115025,Malatawan,054115025,Bgy,,,,R,477,,610,
0504116000,Pio V. Corpus,054116000,Mun,Limbuhan,,4th,,23236,,23744,
0504116001,Alegria,054116001,Bgy,,,,R,1547,,1582,
0504116002,Buenasuerte,054116002,Bgy,,,,R,1322,,1414,
0504116003,Bugang,054116003,Bgy,,,,R,667,,851,
0504116004,Bugtong,054116004,Bgy,,,,R,905,,866,
0504116005,Bunducan,054116005,Bgy,,,,R,1253,,1264,
0504116006,Cabangrayan,054116006,Bgy,,,,R,1583,,1522,
0504116007,Calongongan,054116007,Bgy,,,,R,1120,,1057,
0504116008,Casabangan,054116008,Bgy,,,,R,1194,,1258,
0504116009,Guindawahan,054116009,Bgy,,,,R,1939,,2158,
0504116010,Labigan,054116010,Bgy,,,,R,750,,724,
0504116011,Lampuyang,054116011,Bgy,,,,R,764,,834,
0504116012,Mabuhay,054116012,Bgy,,,,R,618,,590,
0504116014,Palho,054116014,Bgy,,,,R,1058,,1159,
0504116015,Poblacion,054116015,Bgy,,,,R,3244,,3335,
0504116016,Salvacion,054116016,Bgy,,,,R,1401,,1505,
0504116017,Tanque,054116017,Bgy,,,,R,1668,,1611,
0504116018,Tubigan,054116018,Bgy,,,,R,1014,,950,
0504116019,Tubog,054116019,Bgy,,,,R,1189,,1064,
0504117000,Placer,054117000,Mun,,,2nd,,55826,,56340,
0504117001,Aguada,054117001,Bgy,,,,R,1224,,1371,
0504117002,Ban-Ao,054117002,Bgy,,,,R,824,,976,
0504117003,Burabod,054117003,Bgy,,,,R,1034,,1017,
0504117004,Cabangcalan,054117004,Bgy,,,,R,1344,,1524,
0504117005,Calumpang,054117005,Bgy,,,,R,1098,,964,
0504117006,Camayabsan,054117006,Bgy,,,,R,1746,,1543,
0504117008,Daanlungsod,054117008,Bgy,,,,R,2311,,2302,
0504117009,Dangpanan,054117009,Bgy,,,,R,856,,871,
0504117010,Daraga,054117010,Bgy,,,,R,2855,,3138,
0504117011,Guin-Awayan,054117011,Bgy,,,,R,1836,,1999,
0504117012,Guinhan-Ayan,054117012,Bgy,,,,R,619,,570,
0504117013,Katipunan,054117013,Bgy,,,,R,3490,,3194,
0504117014,Libas,054117014,Bgy,,,,R,832,,813,
0504117015,Locso-An,054117015,Bgy,,,,R,1142,,1320,
0504117016,Luna,054117016,Bgy,,,,R,2651,,2491,
0504117017,Mahayag,054117017,Bgy,,,,R,1362,,1256,
0504117018,Mahayahay,054117018,Bgy,,,,R,1333,,1222,
0504117019,Manlut-Od,054117019,Bgy,,,,R,1493,,1437,
0504117020,Matagantang,054117020,Bgy,,,,R,1675,,1644,
0504117021,Naboctot,054117021,Bgy,,,,R,1349,,1358,
0504117022,Nagarao,054117022,Bgy,,,,R,809,,833,
0504117023,Nainday,054117023,Bgy,,,,R,2193,,1933,
0504117024,Naocondiot,054117024,Bgy,,,,R,1266,,1263,
0504117025,Pasiagon,054117025,Bgy,,,,R,3331,,3795,
0504117026,Pili,054117026,Bgy,,,,R,794,,667,
0504117027,Poblacion,054117027,Bgy,,,,R,2710,,2300,
0504117028,Puro,054117028,Bgy,,,,R,1444,,1368,
0504117029,Quibrada,054117029,Bgy,,,,R,311,,308,
0504117030,San Marcos,054117030,Bgy,,,,R,1678,,1913,
0504117031,Santa Cruz,054117031,Bgy,,,,R,1503,,1507,
0504117032,Taboc,054117032,Bgy,,,,R,1414,,1419,
0504117033,Tan-Awan,054117033,Bgy,,,,R,1723,,1795,
0504117034,Taverna,054117034,Bgy,,,,R,462,,501,
0504117035,Tubod,054117035,Bgy,,,,R,655,,566,
0504117036,Villa Inocencio,054117036,Bgy,,,,U,4459,,5162,
0504118000,San Fernando,054118000,Mun,,,5th*,,23057,,21600,
0504118001,Altavista,054118001,Bgy,,,,R,557,,564,
0504118002,Benitinan,054118002,Bgy,,,,R,710,,662,
0504118003,Buenasuerte,054118003,Bgy,,,,R,742,,582,
0504118004,Buenavista,054118004,Bgy,,,,R,844,,835,
0504118005,Buenos Aires,054118005,Bgy,,,,R,691,,696,
0504118006,Buyo,054118006,Bgy,,,,R,987,,984,
0504118007,Cañelas,054118007,Bgy,,,,R,787,,836,
0504118008,Corbada,054118008,Bgy,,,,R,490,,476,
0504118009,Daplian,054118009,Bgy,,,,R,1061,,1062,
0504118010,Del Rosario,054118010,Bgy,,,,R,756,,741,
0504118011,Ipil,054118011,Bgy,,,,R,552,,492,
0504118012,Lahong,054118012,Bgy,,,,R,413,,391,
0504118013,Lumbia,054118013,Bgy,,,,R,415,,432,
0504118014,Magkaipit,054118014,Bgy,,,,R,275,,200,
0504118015,Minio,054118015,Bgy,,,,R,669,,602,
0504118016,Pinamoghaan,054118016,Bgy,,,,R,555,,603,
0504118017,Baybaydagat Pob.,054118017,Bgy,District 1,,,R,1837,,1474,
0504118018,Silangan Pob.,054118018,Bgy,District 2,,,R,1924,,1764,
0504118019,Magsasaka Pob.,054118019,Bgy,District 3,,,R,1381,,1263,
0504118020,Bayanihan Pob.,054118020,Bgy,District 4,,,R,2024,,2035,
0504118021,Progreso,054118021,Bgy,,,,R,887,,802,
0504118022,Resurreccion,054118022,Bgy,,,,R,2045,,1972,
0504118023,Salvacion,054118023,Bgy,,,,R,364,,331,
0504118024,Sowa,054118024,Bgy,,,,R,591,,566,
0504118025,Talisay,054118025,Bgy,,,,R,811,,640,
0504118026,Valparaiso,054118026,Bgy,,,,R,689,,595,
0504119000,San Jacinto,054119000,Mun,,,4th,,30372,,29686,
0504119001,Almiñe,054119001,Bgy,,,,R,569,,662,
0504119002,Bagacay,054119002,Bgy,,,,R,477,,341,
0504119003,Bagahanglad,054119003,Bgy,,,,R,3198,,3671,
0504119004,Bartolabac,054119004,Bgy,,,,R,1246,,1043,
0504119005,Burgos,054119005,Bgy,,,,R,1980,,2294,
0504119006,Calipat-An,054119006,Bgy,,,,R,2027,,2118,
0504119007,Danao,054119007,Bgy,,,,R,1495,,1429,
0504119008,Dorong-an Daplian,054119008,Bgy,,,,R,523,,524,
0504119009,Interior,054119009,Bgy,,,,R,716,,601,
0504119010,Jagna-an,054119010,Bgy,,,,R,1270,,1006,
0504119011,Luna,054119011,Bgy,,,,R,840,,713,
0504119012,Mabini,054119012,Bgy,,,,R,1547,,1587,
0504119013,Piña,054119013,Bgy,,,,R,1021,,898,
0504119014,District I ,054119014,Bgy,,,,R,1099,,1108,
0504119015,District II ,054119015,Bgy,,,,R,4374,,4483,
0504119016,District III ,054119016,Bgy,,,,R,1976,,1902,
0504119017,District IV ,054119017,Bgy,,,,R,1384,,1378,
0504119018,Roosevelt,054119018,Bgy,,,,R,864,,814,
0504119019,San Isidro,054119019,Bgy,,,,R,598,,360,
0504119020,Santa Rosa,054119020,Bgy,,,,R,2094,,1802,
0504119021,Washington,054119021,Bgy,,,,R,1074,,952,
0504120000,San Pascual,054120000,Mun,,,3rd,,46674,,44449,
0504120001,Boca Chica,054120001,Bgy,,,,R,2422,,2756,
0504120002,Bolod ,054120002,Bgy,,,,R,3615,,3626,
0504120003,Busing,054120003,Bgy,,,,R,1946,,1886,
0504120004,Dangcalan,054120004,Bgy,,,,R,1736,,1430,
0504120005,Halabangbaybay,054120005,Bgy,,,,R,1431,,1150,
0504120006,Iniwaran,054120006,Bgy,,,,R,2356,,2360,
0504120007,Ki-Buaya,054120007,Bgy,Rizal,,,R,801,,846,
0504120008,Ki-Romero,054120008,Bgy,Roxas,,,R,1690,,1487,
0504120009,Laurente,054120009,Bgy,,,,R,2376,,2752,
0504120010,Mabini,054120010,Bgy,,,,R,2069,,1779,
0504120011,Mabuhay,054120011,Bgy,,,,R,1643,,1410,
0504120013,Mapanique,054120013,Bgy,,,,R,2356,,1984,
0504120014,Nazareno,054120014,Bgy,,,,R,1389,,1298,
0504120015,Pinamasingan,054120015,Bgy,,,,R,2063,,2005,
0504120016,Quintina,054120016,Bgy,,,,R,2052,,1637,
0504120019,San Jose,054120019,Bgy,,,,R,1483,,1409,
0504120020,San Pedro,054120020,Bgy,,,,R,3498,,3232,
0504120021,San Rafael,054120021,Bgy,,,,R,3571,,3140,
0504120022,Santa Cruz,054120022,Bgy,,,,R,1879,,1945,
0504120023,Terraplin ,054120023,Bgy,,,,R,1473,,1618,
0504120024,Cueva,054120024,Bgy,,,,R,2955,,2788,
0504120025,Malaking Ilog,054120025,Bgy,,,,R,1870,,1911,
0504121000,Uson,054121000,Mun,,,3rd,,56168,,57166,
0504121001,Arado,054121001,Bgy,,,,R,752,,781,
0504121002,Armenia,054121002,Bgy,,,,R,4338,,4325,
0504121003,Aurora,054121003,Bgy,,,,R,1365,,1175,
0504121004,Badling,054121004,Bgy,,,,R,856,,798,
0504121005,Bonifacio,054121005,Bgy,,,,R,1804,,1816,
0504121006,Buenasuerte,054121006,Bgy,,,,R,1339,,1687,
0504121007,Buenavista,054121007,Bgy,,,,R,3210,,3091,
0504121008,Campana,054121008,Bgy,,,,R,1166,,930,
0504121009,Candelaria,054121009,Bgy,,,,R,1342,,1393,
0504121010,Centro,054121010,Bgy,,,,R,928,,844,
0504121011,Crossing,054121011,Bgy,,,,R,1641,,1673,
0504121012,Dapdap,054121012,Bgy,,,,R,2727,,2687,
0504121013,Del Carmen,054121013,Bgy,,,,R,3425,,3583,
0504121014,Del Rosario,054121014,Bgy,,,,R,749,,956,
0504121015,Libertad,054121015,Bgy,,,,R,1531,,1589,
0504121016,Madao,054121016,Bgy,,,,R,1045,,806,
0504121017,Mabini,054121017,Bgy,,,,R,1163,,1353,
0504121018,Magsaysay,054121018,Bgy,,,,R,1384,,1400,
0504121019,Marcella,054121019,Bgy,,,,R,2197,,2118,
0504121020,Miaga,054121020,Bgy,,,,R,2656,,2857,
0504121021,Mongahay,054121021,Bgy,,,,R,664,,800,
0504121022,Morocborocan,054121022,Bgy,,,,R,1571,,1572,
0504121023,Mabuhay,054121023,Bgy,,,,R,1017,,1187,
0504121024,Paguihaman,054121024,Bgy,,,,R,1726,,1579,
0504121025,Panicijan,054121025,Bgy,,,,R,2070,,2262,
0504121026,Poblacion,054121026,Bgy,,,,R,1763,,1719,
0504121027,Quezon,054121027,Bgy,,,,R,1587,,1829,
0504121028,San Isidro,054121028,Bgy,,,,R,850,,852,
0504121029,San Jose,054121029,Bgy,,,,R,1218,,1192,
0504121030,San Mateo,054121030,Bgy,,,,R,1341,,1451,
0504121031,San Ramon,054121031,Bgy,,,,R,2069,,1981,
0504121032,San Vicente,054121032,Bgy,,,,R,1099,,1197,
0504121033,Santo Cristo,054121033,Bgy,,,,R,721,,788,
0504121034,Sawang,054121034,Bgy,,,,R,1569,,1553,
0504121035,Simawa,054121035,Bgy,,,,R,1285,,1342,
0506200000,Sorsogon,056200000,Prov,,,2nd,,792949,,828655,
0506202000,Barcelona,056202000,Mun,,,5th,,20990,,20987,
0506202002,Alegria,056202002,Bgy,,,,R,767,,720,
0506202003,Bagacay,056202003,Bgy,,,,R,507,,450,
0506202004,Bangate,056202004,Bgy,,,,R,831,,845,
0506202005,Bugtong,056202005,Bgy,,,,R,430,,453,
0506202006,Cagang,056202006,Bgy,,,,R,647,,635,
0506202008,Fabrica,056202008,Bgy,,,,R,918,,859,
0506202010,Jibong,056202010,Bgy,,,,R,576,,620,
0506202011,Lago,056202011,Bgy,,,,R,455,,400,
0506202012,Layog,056202012,Bgy,,,,R,735,,746,
0506202013,Luneta,056202013,Bgy,,,,R,870,,936,
0506202014,Macabari,056202014,Bgy,,,,R,1480,,1407,
0506202015,Mapapac,056202015,Bgy,,,,R,906,,962,
0506202016,Olandia,056202016,Bgy,,,,R,1016,,951,
0506202017,Paghaluban,056202017,Bgy,,,,R,846,,808,
0506202018,Poblacion Central,056202018,Bgy,,,,R,971,,1041,
0506202019,Poblacion Norte,056202019,Bgy,,,,R,1654,,1717,
0506202020,Poblacion Sur,056202020,Bgy,,,,R,1224,,1247,
0506202021,Putiao,056202021,Bgy,,,,R,651,,640,
0506202022,San Antonio,056202022,Bgy,,,,R,937,,912,
0506202023,San Isidro,056202023,Bgy,,,,R,720,,634,
0506202024,San Ramon,056202024,Bgy,,,,R,572,,568,
0506202025,San Vicente,056202025,Bgy,,,,R,645,,670,
0506202027,Santa Cruz,056202027,Bgy,,,,R,735,,814,
0506202028,Santa Lourdes,056202028,Bgy,,,,R,1136,,1159,
0506202029,Tagdon,056202029,Bgy,,,,R,761,,793,
0506203000,Bulan,056203000,Mun,,,1st,,100076,,105190,
0506203001,A. Bonifacio,056203001,Bgy,,,,R,475,,536,
0506203002,Abad Santos,056203002,Bgy,,,,R,1010,,1034,
0506203003,Aguinaldo,056203003,Bgy,,,,R,1033,,1114,
0506203004,Antipolo,056203004,Bgy,,,,R,371,,339,
0506203005,Zone I Pob.,056203005,Bgy,Bgy. 1- South Ilawod,,,R,648,,668,
0506203006,Zone II Pob.,056203006,Bgy,Bgy. 2- West Ilawod,,,U,6129,,5834,
0506203007,Zone III Pob.,056203007,Bgy,Bgy. 3- East Ilawod,,,U,646,,604,
0506203008,Zone IV Pob.,056203008,Bgy,Bgy. 4- West Central,,,U,1444,,1308,
0506203009,Zone V Pob.,056203009,Bgy,Bgy. 5-Lanipan,,,R,1706,,1465,
0506203010,Zone VI Pob.,056203010,Bgy,Bgy. 6- Baybay,,,R,1025,,974,
0506203011,Bical,056203011,Bgy,,,,R,663,,673,
0506203012,Beguin,056203012,Bgy,,,,R,1739,,1823,
0506203013,Bonga,056203013,Bgy,,,,R,613,,675,
0506203014,Butag,056203014,Bgy,,,,R,2921,,3062,
0506203015,Cadandanan,056203015,Bgy,,,,R,809,,792,
0506203016,Calomagon,056203016,Bgy,,,,R,1679,,1789,
0506203017,Calpi,056203017,Bgy,,,,R,918,,856,
0506203018,Cocok-Cabitan,056203018,Bgy,,,,R,309,,300,
0506203019,Daganas,056203019,Bgy,,,,R,391,,423,
0506203020,Danao,056203020,Bgy,,,,R,1073,,1019,
0506203021,Dolos,056203021,Bgy,,,,R,500,,609,
0506203022,E. Quirino,056203022,Bgy,,,,R,593,,619,
0506203023,Fabrica,056203023,Bgy,,,,R,2339,,2717,
0506203024,Gate,056203024,Bgy,,,,R,1940,,1943,
0506203025,Benigno S. Aquino,056203025,Bgy,Imelda,,,R,3386,,3560,
0506203026,Inararan,056203026,Bgy,,,,R,1940,,2295,
0506203027,J. Gerona,056203027,Bgy,,,,R,960,,920,
0506203028,Jamorawon,056203028,Bgy,,,,R,860,,869,
0506203029,Libertad,056203029,Bgy,,,,R,780,,812,
0506203030,Lajong,056203030,Bgy,,,,R,3166,,3639,
0506203031,Magsaysay,056203031,Bgy,,,,R,1160,,1183,
0506203032,Managanaga,056203032,Bgy,,,,R,3086,,3347,
0506203033,Marinab,056203033,Bgy,,,,R,1350,,1398,
